workerid,proliferate.condition,accuracy,coding,failed_audio,failed_images,failed_video,internal_node_id,question_order,response,result,rt,slider_start,stimulus,success,time_elapsed,timeout,trial_index,trial_type,error
525,main,,POSITIVE,,,,0.0-8.0-0.4,,1625,,6687,5000,Only some types of work are appropriate for both men and women.<br><br>,,179432,,21,html-slider-response,
525,main,,POSITIVE,,,,0.0-8.0-0.5,,4089,,8723,5000,Men are more sexual than women.<br><br>,,188156,,22,html-slider-response,
525,main,,NEGATIVE,,,,0.0-8.0-0.6,,7650,,7893,5000,People can be both aggressive and nurturing regardless of sex.<br><br>,,196050,,23,html-slider-response,
525,main,,POSITIVE,,,,0.0-8.0-0.7,,3758,,9285,5000,"For many important jobs, it is better to choose men instead of women.<br><br>",,205336,,24,html-slider-response,
525,main,,POSITIVE,,,,0.0-8.0-0.8,,2185,,8732,5000,Mothers should make most decisions about how children are brought up.<br><br>,,214068,,25,html-slider-response,
525,main,,POSITIVE,,,,0.0-8.0-0.9,,3323,,8171,5000,A father’s major responsibility is to provide financially for his children.<br><br>,,222240,,26,html-slider-response,
525,main,,NEGATIVE,,,,0.0-8.0-0.10,,10000,,6879,5000,Tasks around the house should not be assigned by sex.<br><br>,,229120,,27,html-slider-response,
525,main,,POSITIVE,,,,0.0-8.0-0.11,,3882,,7209,5000,Girls should be protected and watched over more than boys.<br><br>,,236330,,28,html-slider-response,
525,main,,NEGATIVE,,,,0.0-8.0-0.12,,8830,,8274,5000,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,,244603,,29,html-slider-response,
525,main,,,,,,0.0-9.0,,0,,3007,,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",,247611,,30,html-button-response,
525,main,,,,,,0.0-10.0,[0],{'Q0': 3},,4703,,,,252316,,31,survey-likert,
525,main,[],,,,,0.0-11.0,,"{'age': '37', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated high school', 'question1': None}",,27492,,,,279854,,32,survey,
525,main,,,,,,0.0-12.0,,0,,4225,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,284079,,33,html-button-response,
459,main,,,[],[],[],0.0-0.0,,,,,,,True,371,False,0,preload,
459,main,,,,,,0.0-1.0,,0,,24255,,"<p><font size='3'>DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive speech. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to make simple decisions about the sentences you hear. Following this, you will be asked to complete a short questionnaire, where you will indicate on a sliding scale how much you agree or disagree with a series of statements. You will also be asked to complete an optional demographic survey. <br><br>TIME INVOLVEMENT: Your participation will take approximately 3 to 10 minutes. <br><br>RISKS AND BENEFITS: The foreseeable risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. There are no known benefits to you for participating in this study, and we cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive spoken language. <br><br>PAYMENT: You will be paid at the posted rate. <br><br>PARTICIPANT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and written data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. <br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Grace Brown at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA. <br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please click the 'Continue' button. </font></p>",,24627,,1,html-button-response,
459,main,,,,,,0.0-2.0,,,,,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,34631,,2,html-button-response,
459,main,,,,,,0.0-3.0,,2,incorrect,3312,,audio/gift.wav,,37994,,3,audio-button-response,
459,main,,,,,,0.0-4.0,,0,,556573,,<p>Correct! You are ready to begin the study.</p>,,594539,,4,html-button-response,
459,main,,,,,,0.0-5.0,,0,,37964,,"<p><font size='3'>In this study, you will listen to a series of sentences. Each sentence is produced by a different speaker. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You can click along this scale after the speaker stops talking. Try to respond as quickly as you can. The study will advance automatically if you do not respond within ten seconds. <br><br>Make sure you are wearing headphones. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,632503,,5,html-button-response,
459,main,,723,,,,0.0-6.0-0.0,,6398,,9115,5000,audio/723_B1_CN7.wav,,641653,,6,audio-slider-response,
459,main,,,,,,0.0-6.0-1.0,,,,,,,,642658,,7,html-keyboard-response,
459,main,,340,,,,0.0-6.0-0.1,,6608,,6933,5000,audio/340_B1_CN7.wav,,649595,,8,audio-slider-response,
459,main,,,,,,0.0-6.0-1.1,,,,,,,,650597,,9,html-keyboard-response,
459,main,,193,,,,0.0-6.0-0.2,,6664,,7285,5000,audio/193_B1_CN7.wav,,657880,,10,audio-slider-response,
459,main,,,,,,0.0-6.0-1.2,,,,,,,,658882,,11,html-keyboard-response,
459,main,,625,,,,0.0-6.0-0.3,,7111,,8133,5000,audio/625_B2_CN7.wav,,667018,,12,audio-slider-response,
459,main,,,,,,0.0-6.0-1.3,,,,,,,,668020,,13,html-keyboard-response,
459,main,,246,,,,0.0-6.0-0.4,,4149,,6928,5000,audio/246_B2_CN7.wav,,674947,,14,audio-slider-response,
459,main,,,,,,0.0-6.0-1.4,,,,,,,,675949,,15,html-keyboard-response,
459,main,,,,,,0.0-7.0,,0,,3572,,"<p><font size='3'>You have completed the listening trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",,679523,,16,html-button-response,
459,main,,POSITIVE,,,,0.0-8.0-0.0,,4062,,5593,5000,Girls should be protected and watched over more than boys.<br><br>,,685118,,17,html-slider-response,
459,main,,NEGATIVE,,,,0.0-8.0-0.1,,8384,,8243,5000,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,,693362,,18,html-slider-response,
459,main,,POSITIVE,,,,0.0-8.0-0.2,,1036,,5438,5000,Only some types of work are appropriate for both men and women.<br><br>,,698801,,19,html-slider-response,
459,main,,POSITIVE,,,,0.0-8.0-0.3,,5698,,6445,5000,A father’s major responsibility is to provide financially for his children.<br><br>,,705247,,20,html-slider-response,
459,main,,NEGATIVE,,,,0.0-8.0-0.4,,10000,,4062,5000,People can be both aggressive and nurturing regardless of sex.<br><br>,,709310,,21,html-slider-response,
459,main,,NEGATIVE,,,,0.0-8.0-0.5,,10000,,5476,5000,Tasks around the house should not be assigned by sex.<br><br>,,714788,,22,html-slider-response,
459,main,,POSITIVE,,,,0.0-8.0-0.6,,3748,,5471,5000,Mothers should make most decisions about how children are brought up.<br><br>,,720260,,23,html-slider-response,
459,main,,POSITIVE,,,,0.0-8.0-0.7,,0,,4352,5000,Men are more sexual than women.<br><br>,,724613,,24,html-slider-response,
459,main,,NEGATIVE,,,,0.0-8.0-0.8,,10000,,5347,5000,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,,729962,,25,html-slider-response,
459,main,,POSITIVE,,,,0.0-8.0-0.9,,11,,5614,5000,"For many important jobs, it is better to choose men instead of women.<br><br>",,735577,,26,html-slider-response,
459,main,,POSITIVE,,,,0.0-8.0-0.10,,0,,3595,5000,Mothers should work only if necessary.<br><br>,,739173,,27,html-slider-response,
459,main,,POSITIVE,,,,0.0-8.0-0.11,,352,,4410,5000,Some types of work are just not appropriate for women.<br><br>,,743585,,28,html-slider-response,
459,main,,NEGATIVE,,,,0.0-8.0-0.12,,9084,,5634,5000,People should be treated the same regardless of their sex.<br><br>,,749220,,29,html-slider-response,
459,main,,,,,,0.0-9.0,,0,,4097,,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",,753318,,30,html-button-response,
459,main,,,,,,0.0-10.0,[0],{'Q0': 1},,4198,,,,757520,,31,survey-likert,
459,main,[],,,,,0.0-11.0,,"{'age': '31', 'enjoy': 'An average experiment', 'gender': 'Female', 'region': 'Midwest - IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Hold a higher degree', 'question1': None}",,30685,,,,788297,,32,survey,
459,main,,,,,,0.0-12.0,,0,,1264,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,789562,,33,html-button-response,
553,main,,,[],[],[],0.0-0.0,,,,,,,True,98,False,0,preload,
553,main,,,,,,0.0-1.0,,0,,2190,,"<p><font size='3'>DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive speech. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to make simple decisions about the sentences you hear. Following this, you will be asked to complete a short questionnaire, where you will indicate on a sliding scale how much you agree or disagree with a series of statements. You will also be asked to complete an optional demographic survey. <br><br>TIME INVOLVEMENT: Your participation will take approximately 3 to 10 minutes. <br><br>RISKS AND BENEFITS: The foreseeable risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. There are no known benefits to you for participating in this study, and we cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive spoken language. <br><br>PAYMENT: You will be paid at the posted rate. <br><br>PARTICIPANT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and written data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. <br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Grace Brown at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA. <br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please click the 'Continue' button. </font></p>",,2290,,1,html-button-response,
553,main,,,,,,0.0-2.0,,0,,7331,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,9622,,2,html-button-response,
553,main,,,,,,0.0-3.0,,2,incorrect,2949,,audio/gift.wav,,12923,,3,audio-button-response,
553,main,,,,,,0.0-4.0,,0,,3898,,<p>Correct! You are ready to begin the study.</p>,,16822,,4,html-button-response,
553,main,,,,,,0.0-5.0,,0,,19265,,"<p><font size='3'>In this study, you will listen to a series of sentences. Each sentence is produced by a different speaker. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You can click along this scale after the speaker stops talking. Try to respond as quickly as you can. The study will advance automatically if you do not respond within ten seconds. <br><br>Make sure you are wearing headphones. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,36089,,5,html-button-response,
553,main,,246,,,,0.0-6.0-0.0,,2690,,7963,5000,audio/246_B2_CN7.wav,,44056,,6,audio-slider-response,
553,main,,,,,,0.0-6.0-1.0,,,,,,,,45059,,7,html-keyboard-response,
553,main,,625,,,,0.0-6.0-0.1,,5820,,5259,5000,audio/625_B2_CN7.wav,,50321,,8,audio-slider-response,
553,main,,,,,,0.0-6.0-1.1,,,,,,,,51323,,9,html-keyboard-response,
553,main,,340,,,,0.0-6.0-0.2,,6174,,5776,5000,audio/340_B1_CN7.wav,,57105,,10,audio-slider-response,
553,main,,,,,,0.0-6.0-1.2,,,,,,,,58108,,11,html-keyboard-response,
553,main,,723,,,,0.0-6.0-0.3,,6738,,6373,5000,audio/723_B1_CN7.wav,,64487,,12,audio-slider-response,
553,main,,,,,,0.0-6.0-1.3,,,,,,,,65488,,13,html-keyboard-response,
553,main,,193,,,,0.0-6.0-0.4,,4315,,8336,5000,audio/193_B1_CN7.wav,,73822,,14,audio-slider-response,
553,main,,,,,,0.0-6.0-1.4,,,,,,,,74825,,15,html-keyboard-response,
553,main,,,,,,0.0-7.0,,0,,16395,,"<p><font size='3'>You have completed the listening trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",,91221,,16,html-button-response,
553,main,,POSITIVE,,,,0.0-8.0-0.0,,0,,8548,5000,"For many important jobs, it is better to choose men instead of women.<br><br>",,99772,,17,html-slider-response,
553,main,,POSITIVE,,,,0.0-8.0-0.1,,0,,6630,5000,Mothers should make most decisions about how children are brought up.<br><br>,,106405,,18,html-slider-response,
553,main,,POSITIVE,,,,0.0-8.0-0.2,,896,,10115,5000,Girls should be protected and watched over more than boys.<br><br>,,116521,,19,html-slider-response,
553,main,,NEGATIVE,,,,0.0-8.0-0.3,,5000,,6598,5000,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,,123122,,20,html-slider-response,
553,main,,POSITIVE,,,,0.0-8.0-0.4,,9283,,5531,5000,Men are more sexual than women.<br><br>,,128655,,21,html-slider-response,
553,main,,POSITIVE,,,,0.0-8.0-0.5,,1082,,6065,5000,Only some types of work are appropriate for both men and women.<br><br>,,134722,,22,html-slider-response,
553,main,,POSITIVE,,,,0.0-8.0-0.6,,962,,5381,5000,A father’s major responsibility is to provide financially for his children.<br><br>,,140105,,23,html-slider-response,
553,main,,POSITIVE,,,,0.0-8.0-0.7,,1218,,7016,5000,Some types of work are just not appropriate for women.<br><br>,,147122,,24,html-slider-response,
553,main,,NEGATIVE,,,,0.0-8.0-0.8,,2010,,11198,5000,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,,158322,,25,html-slider-response,
553,main,,POSITIVE,,,,0.0-8.0-0.9,,0,,3365,5000,Mothers should work only if necessary.<br><br>,,161688,,26,html-slider-response,
553,main,,NEGATIVE,,,,0.0-8.0-0.10,,10000,,3848,5000,Tasks around the house should not be assigned by sex.<br><br>,,165539,,27,html-slider-response,
553,main,,NEGATIVE,,,,0.0-8.0-0.11,,10000,,3715,5000,People can be both aggressive and nurturing regardless of sex.<br><br>,,169255,,28,html-slider-response,
553,main,,NEGATIVE,,,,0.0-8.0-0.12,,10000,,5449,5000,People should be treated the same regardless of their sex.<br><br>,,174706,,29,html-slider-response,
553,main,,,,,,0.0-9.0,,0,,6631,,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",,181339,,30,html-button-response,
553,main,,,,,,0.0-10.0,[0],{'Q0': 3},,3581,,,,184923,,31,survey-likert,
553,main,[],,,,,0.0-11.0,,"{'age': '34', 'enjoy': 'An average experiment', 'gender': 'Female', 'region': 'Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,30296,,,,215278,,32,survey,
553,main,,,,,,0.0-12.0,,0,,1359,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,216638,,33,html-button-response,
458,main,,,[],[],[],0.0-0.0,,,,,,,True,418,False,0,preload,
458,main,,,,,,0.0-1.0,,0,,2269,,"<p><font size='3'>DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive speech. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to make simple decisions about the sentences you hear. Following this, you will be asked to complete a short questionnaire, where you will indicate on a sliding scale how much you agree or disagree with a series of statements. You will also be asked to complete an optional demographic survey. <br><br>TIME INVOLVEMENT: Your participation will take approximately 3 to 10 minutes. <br><br>RISKS AND BENEFITS: The foreseeable risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. There are no known benefits to you for participating in this study, and we cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive spoken language. <br><br>PAYMENT: You will be paid at the posted rate. <br><br>PARTICIPANT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and written data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. <br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Grace Brown at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA. <br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please click the 'Continue' button. </font></p>",,2688,,1,html-button-response,
458,main,,,,,,0.0-2.0,,0,,5061,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,7750,,2,html-button-response,
458,main,,,,,,0.0-3.0,,2,incorrect,3576,,audio/gift.wav,,11389,,3,audio-button-response,
458,main,,,,,,0.0-4.0,,0,,1306,,<p>Correct! You are ready to begin the study.</p>,,12696,,4,html-button-response,
458,main,,,,,,0.0-5.0,,0,,11284,,"<p><font size='3'>In this study, you will listen to a series of sentences. Each sentence is produced by a different speaker. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You can click along this scale after the speaker stops talking. Try to respond as quickly as you can. The study will advance automatically if you do not respond within ten seconds. <br><br>Make sure you are wearing headphones. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,23981,,5,html-button-response,
458,main,,340,,,,0.0-6.0-0.0,,,,,5000,audio/340_B1_CN7.wav,,33983,,6,audio-slider-response,
458,main,,,,,,0.0-6.0-1.0,,,,,,,,34985,,7,html-keyboard-response,
458,main,,723,,,,0.0-6.0-0.1,,5745,,3899,5000,audio/723_B1_CN7.wav,,38886,,8,audio-slider-response,
458,main,,,,,,0.0-6.0-1.1,,,,,,,,39886,,9,html-keyboard-response,
458,main,,625,,,,0.0-6.0-0.2,,5104,,4997,5000,audio/625_B2_CN7.wav,,44885,,10,audio-slider-response,
458,main,,,,,,0.0-6.0-1.2,,,,,,,,45886,,11,html-keyboard-response,
458,main,,246,,,,0.0-6.0-0.3,,3530,,4075,5000,audio/246_B2_CN7.wav,,49962,,12,audio-slider-response,
458,main,,,,,,0.0-6.0-1.3,,,,,,,,50964,,13,html-keyboard-response,
458,main,,193,,,,0.0-6.0-0.4,,7153,,4715,5000,audio/193_B1_CN7.wav,,55681,,14,audio-slider-response,
458,main,,,,,,0.0-6.0-1.4,,,,,,,,56682,,15,html-keyboard-response,
458,main,,,,,,0.0-7.0,,0,,4300,,"<p><font size='3'>You have completed the listening trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",,60983,,16,html-button-response,
458,main,,POSITIVE,,,,0.0-8.0-0.0,,5000,,4527,5000,Mothers should make most decisions about how children are brought up.<br><br>,,65511,,17,html-slider-response,
458,main,,NEGATIVE,,,,0.0-8.0-0.1,,8623,,4523,5000,Tasks around the house should not be assigned by sex.<br><br>,,70035,,18,html-slider-response,
458,main,,POSITIVE,,,,0.0-8.0-0.2,,4959,,4138,5000,Girls should be protected and watched over more than boys.<br><br>,,74174,,19,html-slider-response,
458,main,,NEGATIVE,,,,0.0-8.0-0.3,,7961,,4120,5000,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,,78296,,20,html-slider-response,
458,main,,NEGATIVE,,,,0.0-8.0-0.4,,8043,,3428,5000,People should be treated the same regardless of their sex.<br><br>,,81724,,21,html-slider-response,
458,main,,POSITIVE,,,,0.0-8.0-0.5,,2205,,4221,5000,Some types of work are just not appropriate for women.<br><br>,,85945,,22,html-slider-response,
458,main,,NEGATIVE,,,,0.0-8.0-0.6,,9224,,4570,5000,People can be both aggressive and nurturing regardless of sex.<br><br>,,90516,,23,html-slider-response,
458,main,,POSITIVE,,,,0.0-8.0-0.7,,,,,5000,"For many important jobs, it is better to choose men instead of women.<br><br>",,110541,,24,html-slider-response,
458,main,,POSITIVE,,,,0.0-8.0-0.8,,,,,5000,Only some types of work are appropriate for both men and women.<br><br>,,130542,,25,html-slider-response,
458,main,,POSITIVE,,,,0.0-8.0-0.9,,,,,5000,Mothers should work only if necessary.<br><br>,,150544,,26,html-slider-response,
458,main,,POSITIVE,,,,0.0-8.0-0.10,,,,,5000,A father’s major responsibility is to provide financially for his children.<br><br>,,170545,,27,html-slider-response,
458,main,,POSITIVE,,,,0.0-8.0-0.11,,,,,5000,Men are more sexual than women.<br><br>,,190546,,28,html-slider-response,
458,main,,NEGATIVE,,,,0.0-8.0-0.12,,,,,5000,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,,210548,,29,html-slider-response,
458,main,,,,,,0.0-9.0,,0,,289470,,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",,500021,,30,html-button-response,
458,main,,,,,,0.0-10.0,[0],{'Q0': 0},,4837,,,,504861,,31,survey-likert,
458,main,[],,,,,0.0-11.0,,"{'age': '51', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'I apologize for missing the first voice, it was much lower volume than the test.', 'language': 'English', 'education': 'Graduated college', 'question1': None}",,41890,,,,546833,,32,survey,
458,main,,,,,,0.0-12.0,,0,,2563,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,549398,,33,html-button-response,
498,main,,,[],[],[],0.0-0.0,,,,,,,True,65,False,0,preload,
498,main,,,,,,0.0-1.0,,0,,18905,,"<p><font size='3'>DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive speech. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to make simple decisions about the sentences you hear. Following this, you will be asked to complete a short questionnaire, where you will indicate on a sliding scale how much you agree or disagree with a series of statements. You will also be asked to complete an optional demographic survey. <br><br>TIME INVOLVEMENT: Your participation will take approximately 3 to 10 minutes. <br><br>RISKS AND BENEFITS: The foreseeable risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. There are no known benefits to you for participating in this study, and we cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive spoken language. <br><br>PAYMENT: You will be paid at the posted rate. <br><br>PARTICIPANT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and written data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. <br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Grace Brown at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA. <br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please click the 'Continue' button. </font></p>",,18971,,1,html-button-response,
498,main,,,,,,0.0-2.0,,0,,1192,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,20163,,2,html-button-response,
498,main,,,,,,0.0-3.0,,2,incorrect,7989,,audio/gift.wav,,28157,,3,audio-button-response,
498,main,,,,,,0.0-4.0,,0,,878,,<p>Correct! You are ready to begin the study.</p>,,29034,,4,html-button-response,
498,main,,,,,,0.0-5.0,,0,,20262,,"<p><font size='3'>In this study, you will listen to a series of sentences. Each sentence is produced by a different speaker. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You can click along this scale after the speaker stops talking. Try to respond as quickly as you can. The study will advance automatically if you do not respond within ten seconds. <br><br>Make sure you are wearing headphones. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,49296,,5,html-button-response,
498,main,,625,,,,0.0-6.0-0.0,,2681,,7629,5000,audio/625_B2_CN7.wav,,56932,,6,audio-slider-response,
498,main,,,,,,0.0-6.0-1.0,,,,,,,,57938,,7,html-keyboard-response,
498,main,,193,,,,0.0-6.0-0.1,,2640,,5811,5000,audio/193_B1_CN7.wav,,63753,,8,audio-slider-response,
