participant_id,condition,accuracy,button_response,clicks,coding,correct,expected,internal_node_id,keyboard_response,question_order,response,response_source,rt,stimulus,time_elapsed,trial_index,trial_type,triplet_id,error
152,masc lex 1,,,"[{'time': 3152, 'location': 0.9939000244140626}]",POSITIVE,,,0.0-35.0-0.9,,,0.993900024,,3664,Some types of work are just not appropriate for women.<br><br>,190716,44,html-vas-response,,
152,masc lex 1,,,"[{'time': 1945, 'location': 0.4699000244140625}, {'time': 2525, 'location': 0.5039000244140625}, {'time': 4005, 'location': 0.2739000244140625}, {'time': 4699, 'location': 0.1719000244140625}, {'time': 6237, 'location': 0.0339000244140625}]",NEGATIVE,,,0.0-35.0-0.10,,,0.033900024,,7057,People should be treated the same regardless of their sex.<br><br>,197774,45,html-vas-response,,
152,masc lex 1,,,"[{'time': 2629, 'location': 0.5339000244140625}, {'time': 3103, 'location': 0.2299000244140625}]",NEGATIVE,,,0.0-35.0-0.11,,,0.229900024,,3687,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,201462,46,html-vas-response,,
152,masc lex 1,,,"[{'time': 3191, 'location': 0.9899000244140626}, {'time': 3958, 'location': 0.8079000244140625}, {'time': 4405, 'location': 0.6839000244140625}]",POSITIVE,,,0.0-35.0-0.12,,,0.683900024,,4811,Only some types of work are appropriate for both men and women.<br><br>,206273,47,html-vas-response,,
152,masc lex 1,,,,,,,0.0-36.0,,,0,,1223,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",207498,48,html-button-response,,
152,masc lex 1,,,,,,,0.0-37.0,,[0],{'Q0': 2},,1521,,209019,49,survey-likert,,
152,masc lex 1,[],,,,,,0.0-38.0,,,"{'age': '', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'Male', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'English', 'education': 'Some college'}",,13858,,222913,50,survey,,
152,masc lex 1,,,,,,,0.0-39.0,,,0,,1137,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,224050,51,html-button-response,,
80,masc lex 1,,,,,,,0.0-0.0,,,0,,5624,"<p><font size=""3"">DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive written stimuli. You will be asked to read a series of sentences and provide judgments about the social characteristics of the speakers of these sentences. <br><br>RISKS AND BENEFITS: There are no known risks, costs, or discomforts in this study and this judgment is based on a large body of experiments with the same or similar procedures with people of similar ages, sex, origins, etc.  We cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive written stimuli.<br><br>PAYMENTS: You will be paid at the posted rate. <br><br>SUBJECT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. <br><br> CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please continue on to the next page.</font></p>",5629,0,html-button-response,,
80,masc lex 1,,,,,,,0.0-1.0,,,0,,21896,"<p><font size='3'>In this experiment, you will read a series of sentences. Each sentence has been produced by a different speaker. After reading each sentence, you will be asked to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale. After providing your rating, you can proceed to the next trial by clicking 'Continue'. Some trials will have comprehension questions. To complete these, click on the button with the correct answer. <br><br>When you're ready to begin, click ‘Start’.</font></p>",27525,1,html-button-response,,
80,masc lex 1,,,"[{'time': 8444, 'location': 0.274}, {'time': 9466, 'location': 0.342}]",,,masc,0.0-2.0,,,0.342,,,"['<p style=""font-weight:bold;"">When is lunch? I\'m seriously starving.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",37531,2,html-vas-response,3,
80,masc lex 1,correct,1,,,1,,0.0-3.0,,,,button,3081,What meal is the speaker asking about?<br><br>,40614,3,html-multi-response,,
80,masc lex 1,,,"[{'time': 4603, 'location': 0.474}]",,,neutral,0.0-4.0,,,0.474,,5913,"['<p style=""font-weight:bold;"">The party last night was really cool.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",46528,4,html-vas-response,19,
80,masc lex 1,,,"[{'time': 5599, 'location': 0.224}]",,,non_masc,0.0-5.0,,,0.224,,6639,"['<p style=""font-weight:bold;"">Some people think that show was super entertaining.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",53169,5,html-vas-response,15,
80,masc lex 1,,,"[{'time': 6751, 'location': 0.418}]",,,non_masc,0.0-6.0,,,0.418,,7687,"['<p style=""font-weight:bold;"">My sister just wanted to let you know that she will be late. </p><br><br>How masculine is the speaker of this sentence?<br><br>']",60857,6,html-vas-response,12,
80,masc lex 1,,,"[{'time': 3378, 'location': 0.114}]",,,non_masc,0.0-7.0,,,0.114,,4374,"['<p style=""font-weight:bold;"">I\'m surprised how yummy that burger was.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",65233,7,html-vas-response,14,
80,masc lex 1,,,"[{'time': 4613, 'location': 0.514}]",,,masc,0.0-8.0,,,0.514,,5648,"['<p style=""font-weight:bold;"">I bought a blue shirt last Friday.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",70882,8,html-vas-response,8,
80,masc lex 1,correct,1,,,1,,0.0-9.0,,,,button,1438,What color shirt did the speaker purchase?<br><br>,72321,9,html-multi-response,,
80,masc lex 1,,,"[{'time': 4567, 'location': 0.624}, {'time': 5812, 'location': 0.674}]",,,masc,0.0-10.0,,,0.674,,6887,"['<p style=""font-weight:bold;"">I see you got new purple mugs.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",79209,10,html-vas-response,4,
80,masc lex 1,correct,0,,,0,,0.0-11.0,,,,button,2484,What type of dish is the speaker commenting on?<br><br>,81694,11,html-multi-response,,
80,masc lex 1,,,"[{'time': 3982, 'location': 0.024}, {'time': 4770, 'location': 0.022}, {'time': 6126, 'location': 0.004}]",,,non_masc,0.0-12.0,,,0.004,,7330,"['<p style=""font-weight:bold;"">My workout yesterday had me feeling cute.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",89026,12,html-vas-response,11,
80,masc lex 1,,,"[{'time': 4024, 'location': 0.498}]",,,masc,0.0-13.0,,,0.498,,4931,"['<p style=""font-weight:bold;"">Can I take a look at your answer? </p><br><br>How masculine is the speaker of this sentence?<br><br>']",93959,13,html-vas-response,1,
80,masc lex 1,correct,1,,,1,,0.0-14.0,,,,button,2141,What did the speaker ask to see?<br><br>,96101,14,html-multi-response,,
80,masc lex 1,,,"[{'time': 4228, 'location': 0.694}]",,,neutral,0.0-15.0,,,0.694,,5240,"['<p style=""font-weight:bold;"">My bad, I didn\'t see you there.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",101340,15,html-vas-response,21,
80,masc lex 1,,,"[{'time': 4657, 'location': 0.514}]",,,masc,0.0-16.0,,,0.514,,5688,"['<p style=""font-weight:bold;"">Chase was pretty tired on Monday.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",107028,16,html-vas-response,6,
80,masc lex 1,correct,2,,,2,,0.0-17.0,,,,button,1714,Who was tired?<br><br>,108743,17,html-multi-response,,
80,masc lex 1,,,"[{'time': 5572, 'location': 0.67}]",,,neutral,0.0-18.0,,,0.67,,6472,"['<p style=""font-weight:bold;"">That\'s a funny thing to say.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",115215,18,html-vas-response,20,
80,masc lex 1,,,"[{'time': 4747, 'location': 0.812}]",,,masc,0.0-19.0,,,0.812,,5546,"['<p style=""font-weight:bold;"">Without a map, we are fully lost.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",120763,19,html-vas-response,5,
80,masc lex 1,correct,1,,,1,,0.0-20.0,,,,button,3538,True or False: The speaker believes they will be lost without a GPS.<br><br>,124302,20,html-multi-response,,
80,masc lex 1,,,"[{'time': 6086, 'location': 0.364}, {'time': 7914, 'location': 0.246}]",,,neutral,0.0-21.0,,,0.246,,8943,"['<p style=""font-weight:bold;"">I\'m surprised how tasty that taco was.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",133246,21,html-vas-response,17,
80,masc lex 1,,,"[{'time': 3362, 'location': 0.584}]",,,neutral,0.0-22.0,,,0.584,,4686,"['<p style=""font-weight:bold;"">Your presentation sounded great.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",137933,22,html-vas-response,18,
80,masc lex 1,,,"[{'time': 6019, 'location': 0.576}]",,,non_masc,0.0-23.0,,,0.576,,6872,"['<p style=""font-weight:bold;"">My office is terribly boring.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",144805,23,html-vas-response,16,
80,masc lex 1,,,[],,,non_masc,0.0-24.0,,,,,,"['<p style=""font-weight:bold;"">I bought an amber shirt last Friday.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",155786,24,html-vas-response,13,
80,masc lex 1,,,"[{'time': 6658, 'location': 0.476}, {'time': 7687, 'location': 0.16}]",,,non_masc,0.0-25.0,,,0.16,,8733,"['<p style=""font-weight:bold;"">I can\'t stop giggling -- that was really funny.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",164519,25,html-vas-response,10,
80,masc lex 1,,,"[{'time': 5486, 'location': 0.84}]",,,masc,0.0-26.0,,,0.84,,6390,"['<p style=""font-weight:bold;"">Dude, you won\'t believe who I bumped into this week.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",170910,26,html-vas-response,2,
80,masc lex 1,correct,1,,,1,,0.0-27.0,,,,button,3081,True or False: The speaker expressed that they bumped into someone two weeks ago.<br><br>,173991,27,html-multi-response,,
80,masc lex 1,,,"[{'time': 6438, 'location': 0.202}]",,,non_masc,0.0-28.0,,,0.202,,7238,"['<p style=""font-weight:bold;"">I hear what you\'re saying, darling.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",181231,28,html-vas-response,9,
80,masc lex 1,,,"[{'time': 4281, 'location': 0.624}, {'time': 5219, 'location': 0.696}]",,,neutral,0.0-29.0,,,0.696,,6067,"['<p style=""font-weight:bold;"">I hear what you\'re saying, Sam.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",187298,29,html-vas-response,23,
80,masc lex 1,,,"[{'time': 6105, 'location': 0.612}]",,,neutral,0.0-30.0,,,0.612,,6983,"['<p style=""font-weight:bold;"">I think that article was well-researched.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",194282,30,html-vas-response,24,
80,masc lex 1,,,"[{'time': 7242, 'location': 0.752}, {'time': 9139, 'location': 0.676}]",,,masc,0.0-31.0,,,0.676,,,"['<p style=""font-weight:bold;"">At the beach, I took the coolest picture of the sunset.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",204285,31,html-vas-response,7,
80,masc lex 1,correct,0,,,0,,0.0-32.0,,,,button,1833,What did the speaker photograph?<br><br>,206118,32,html-multi-response,,
80,masc lex 1,,,"[{'time': 3713, 'location': 0.342}]",,,neutral,0.0-33.0,,,0.342,,4564,"['<p style=""font-weight:bold;"">I feel sorry for the old thing.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",210684,33,html-vas-response,22,
80,masc lex 1,,,,,,,0.0-34.0,,,0,,8069,"<p><font size='3'>You have completed the experimental trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",218754,34,html-button-response,,
80,masc lex 1,,,"[{'time': 4635, 'location': 0.924}, {'time': 6226, 'location': 0.972}]",POSITIVE,,,0.0-35.0-0.0,,,0.972,,7530,Some types of work are just not appropriate for women.<br><br>,226285,35,html-vas-response,,
80,masc lex 1,,,"[{'time': 3737, 'location': 0.988}]",POSITIVE,,,0.0-35.0-0.1,,,0.988,,4856,Only some types of work are appropriate for both men and women.<br><br>,231142,36,html-vas-response,,
80,masc lex 1,,,"[{'time': 5600, 'location': 0.37}]",POSITIVE,,,0.0-35.0-0.2,,,0.37,,6445,Men are more sexual than women.<br><br>,237588,37,html-vas-response,,
80,masc lex 1,,,"[{'time': 5037, 'location': 0.68803125}, {'time': 6047, 'location': 0.79403125}, {'time': 7105, 'location': 0.87203125}]",NEGATIVE,,,0.0-35.0-0.3,,,0.87203125,,8160,People can be both aggressive and nurturing regardless of sex.<br><br>,245749,38,html-vas-response,,
80,masc lex 1,,,"[{'time': 4492, 'location': 0.16803125}]",NEGATIVE,,,0.0-35.0-0.4,,,0.16803125,,5436,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,251185,39,html-vas-response,,
80,masc lex 1,,,"[{'time': 4876, 'location': 0.48}]",POSITIVE,,,0.0-35.0-0.5,,,0.48,,5836,Mothers should work only if necessary.<br><br>,257022,40,html-vas-response,,
80,masc lex 1,,,"[{'time': 5732, 'location': 0.188}]",NEGATIVE,,,0.0-35.0-0.6,,,0.188,,6441,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,263465,41,html-vas-response,,
80,masc lex 1,,,"[{'time': 4155, 'location': 0.138}, {'time': 5246, 'location': 0.282}]",NEGATIVE,,,0.0-35.0-0.7,,,0.282,,6360,Tasks around the house should not be assigned by sex.<br><br>,269827,42,html-vas-response,,
80,masc lex 1,,,"[{'time': 5501, 'location': 0.97403125}]",POSITIVE,,,0.0-35.0-0.8,,,0.97403125,,6560,"For many important jobs, it is better to choose men instead of women.<br><br>",276389,43,html-vas-response,,
80,masc lex 1,,,"[{'time': 6473, 'location': 0.34603125}, {'time': 7640, 'location': 0.19803125}]",POSITIVE,,,0.0-35.0-0.9,,,0.19803125,,8679,Mothers should make most decisions about how children are brought up.<br><br>,285069,44,html-vas-response,,
80,masc lex 1,,,"[{'time': 3391, 'location': 0.978}]",POSITIVE,,,0.0-35.0-0.10,,,0.978,,4519,Girls should be protected and watched over more than boys.<br><br>,289589,45,html-vas-response,,
80,masc lex 1,,,"[{'time': 3303, 'location': 0.032}]",NEGATIVE,,,0.0-35.0-0.11,,,0.032,,4264,People should be treated the same regardless of their sex.<br><br>,293854,46,html-vas-response,,
80,masc lex 1,,,"[{'time': 3392, 'location': 0.98403125}]",POSITIVE,,,0.0-35.0-0.12,,,0.98403125,,4440,A father’s major responsibility is to provide financially for his children.<br><br>,298295,47,html-vas-response,,
80,masc lex 1,,,,,,,0.0-36.0,,,0,,4318,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",302614,48,html-button-response,,
80,masc lex 1,,,,,,,0.0-37.0,,[0],{'Q0': 3},,3879,,306495,49,survey-likert,,
80,masc lex 1,[],,,,,,0.0-38.0,,,"{'age': '48', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'Male', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'The amber question I would rate that middle to low for masculine scale, I was trying to think what color amber was and I took too long, the survey went ahead.', 'language': 'English', 'education': 'Graduated college'}",,73939,,380478,50,survey,,
80,masc lex 1,,,,,,,0.0-39.0,,,0,,3212,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,383691,51,html-button-response,,
89,masc lex 1,,,,,,,0.0-0.0,,,0,,1864,"<p><font size=""3"">DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive written stimuli. You will be asked to read a series of sentences and provide judgments about the social characteristics of the speakers of these sentences. <br><br>RISKS AND BENEFITS: There are no known risks, costs, or discomforts in this study and this judgment is based on a large body of experiments with the same or similar procedures with people of similar ages, sex, origins, etc.  We cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive written stimuli.<br><br>PAYMENTS: You will be paid at the posted rate. <br><br>SUBJECT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. <br><br> CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Meghan Sumner at (650)-725-9336. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650)-723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.<br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please continue on to the next page.</font></p>",1871,0,html-button-response,,
89,masc lex 1,,,,,,,0.0-1.0,,,0,,21045,"<p><font size='3'>In this experiment, you will read a series of sentences. Each sentence has been produced by a different speaker. After reading each sentence, you will be asked to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale. After providing your rating, you can proceed to the next trial by clicking 'Continue'. Some trials will have comprehension questions. To complete these, click on the button with the correct answer. <br><br>When you're ready to begin, click ‘Start’.</font></p>",22917,1,html-button-response,,
89,masc lex 1,,,"[{'time': 5432.099999904633, 'location': 0.328}]",,,masc,0.0-2.0,,,0.328,,7210,"['<p style=""font-weight:bold;"">When is lunch? I\'m seriously starving.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",30131,2,html-vas-response,3,
89,masc lex 1,correct,1,,,1,,0.0-3.0,,,,button,2292,What meal is the speaker asking about?<br><br>,32424,3,html-multi-response,,
89,masc lex 1,,,"[{'time': 5860.399999976158, 'location': 0.27}]",,,non_masc,0.0-4.0,,,0.27,,8516,"['<p style=""font-weight:bold;"">I hear what you\'re saying, darling.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",40941,4,html-vas-response,9,
89,masc lex 1,,,"[{'time': 3505.7000000476837, 'location': 0.492}, {'time': 6726.399999976158, 'location': 0.544}]",,,neutral,0.0-5.0,,,0.544,,,"['<p style=""font-weight:bold;"">My bad, I didn\'t see you there.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",50945,5,html-vas-response,21,
89,masc lex 1,,,"[{'time': 6339.5, 'location': 0.5}]",,,masc,0.0-6.0,,,0.5,,8265,"['<p style=""font-weight:bold;"">Chase was pretty tired on Monday.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",59212,6,html-vas-response,6,
89,masc lex 1,correct,2,,,2,,0.0-7.0,,,,button,1553,Who was tired?<br><br>,60766,7,html-multi-response,,
89,masc lex 1,,,"[{'time': 2936.600000023842, 'location': 0.384}]",,,neutral,0.0-8.0,,,0.384,,4462,"['<p style=""font-weight:bold;"">Your presentation sounded great.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",65229,8,html-vas-response,18,
89,masc lex 1,,,"[{'time': 6569, 'location': 0.474}]",,,non_masc,0.0-9.0,,,0.474,,7773,"['<p style=""font-weight:bold;"">Some people think that show was super entertaining.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",73004,9,html-vas-response,15,
89,masc lex 1,,,"[{'time': 3564.3000000715256, 'location': 0.502}]",,,neutral,0.0-10.0,,,0.502,,5252,"['<p style=""font-weight:bold;"">I think that article was well-researched.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",78258,10,html-vas-response,24,
89,masc lex 1,,,"[{'time': 2615.5, 'location': 0.478}]",,,neutral,0.0-11.0,,,0.478,,3461,"['<p style=""font-weight:bold;"">I hear what you\'re saying, Sam.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",81720,11,html-vas-response,23,
89,masc lex 1,,,"[{'time': 3228.399999976158, 'location': 0.35}]",,,non_masc,0.0-12.0,,,0.35,,4519,"['<p style=""font-weight:bold;"">My office is terribly boring.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",86241,12,html-vas-response,16,
89,masc lex 1,,,"[{'time': 4585.600000023842, 'location': 0.252}]",,,masc,0.0-13.0,,,0.252,,5589,"['<p style=""font-weight:bold;"">At the beach, I took the coolest picture of the sunset.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",91832,13,html-vas-response,7,
89,masc lex 1,correct,0,,,0,,0.0-14.0,,,,button,1854,What did the speaker photograph?<br><br>,93687,14,html-multi-response,,
89,masc lex 1,,,"[{'time': 4232, 'location': 0.26}]",,,masc,0.0-15.0,,,0.26,,5065,"['<p style=""font-weight:bold;"">I see you got new purple mugs.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",98753,15,html-vas-response,4,
89,masc lex 1,correct,0,,,0,,0.0-16.0,,,,button,1513,What type of dish is the speaker commenting on?<br><br>,100266,16,html-multi-response,,
89,masc lex 1,,,"[{'time': 6694.5, 'location': 0.108}]",,,non_masc,0.0-17.0,,,0.108,,7515,"['<p style=""font-weight:bold;"">My workout yesterday had me feeling cute.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",107782,17,html-vas-response,11,
89,masc lex 1,,,"[{'time': 3541.100000023842, 'location': 0.276}]",,,non_masc,0.0-18.0,,,0.276,,4779,"['<p style=""font-weight:bold;"">I bought an amber shirt last Friday.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",112562,18,html-vas-response,13,
89,masc lex 1,,,"[{'time': 4819, 'location': 0.472}]",,,neutral,0.0-19.0,,,0.472,,5990,"['<p style=""font-weight:bold;"">I feel sorry for the old thing.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",118553,19,html-vas-response,22,
89,masc lex 1,,,"[{'time': 3348.7999999523163, 'location': 0.494}]",,,masc,0.0-20.0,,,0.494,,4233,"['<p style=""font-weight:bold;"">I bought a blue shirt last Friday.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",122787,20,html-vas-response,8,
89,masc lex 1,correct,1,,,1,,0.0-21.0,,,,button,1394,What color shirt did the speaker purchase?<br><br>,124182,21,html-multi-response,,
89,masc lex 1,,,"[{'time': 3157.399999976158, 'location': 0.236}]",,,non_masc,0.0-22.0,,,0.236,,4862,"['<p style=""font-weight:bold;"">I can\'t stop giggling -- that was really funny.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",129046,22,html-vas-response,10,
89,masc lex 1,,,"[{'time': 3047.2999999523163, 'location': 0.41}]",,,neutral,0.0-23.0,,,0.41,,4044,"['<p style=""font-weight:bold;"">I\'m surprised how tasty that taco was.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",133091,23,html-vas-response,17,
89,masc lex 1,,,"[{'time': 2352.599999904633, 'location': 0.482}]",,,neutral,0.0-24.0,,,0.482,,3331,"['<p style=""font-weight:bold;"">That\'s a funny thing to say.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",136424,24,html-vas-response,20,
89,masc lex 1,,,"[{'time': 2787.3000000715256, 'location': 0.468}]",,,masc,0.0-25.0,,,0.468,,4853,"['<p style=""font-weight:bold;"">Can I take a look at your answer? </p><br><br>How masculine is the speaker of this sentence?<br><br>']",141278,25,html-vas-response,1,
89,masc lex 1,correct,1,,,1,,0.0-26.0,,,,button,1725,What did the speaker ask to see?<br><br>,143004,26,html-multi-response,,
89,masc lex 1,,,"[{'time': 6244.5, 'location': 0.516}, {'time': 7240.700000047684, 'location': 0.604}]",,,masc,0.0-27.0,,,0.604,,8270,"['<p style=""font-weight:bold;"">Dude, you won\'t believe who I bumped into this week.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",151275,27,html-vas-response,2,
89,masc lex 1,correct,1,,,1,,0.0-28.0,,,,button,5236,True or False: The speaker expressed that they bumped into someone two weeks ago.<br><br>,156512,28,html-multi-response,,
89,masc lex 1,,,"[{'time': 4481.399999976158, 'location': 0.478}]",,,non_masc,0.0-29.0,,,0.478,,,"['<p style=""font-weight:bold;"">My sister just wanted to let you know that she will be late. </p><br><br>How masculine is the speaker of this sentence?<br><br>']",166517,29,html-vas-response,12,
89,masc lex 1,,,"[{'time': 3666.3000000715256, 'location': 0.366}]",,,non_masc,0.0-30.0,,,0.366,,4524,"['<p style=""font-weight:bold;"">I\'m surprised how yummy that burger was.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",171045,30,html-vas-response,14,
89,masc lex 1,,,"[{'time': 2873.7999999523163, 'location': 0.41}, {'time': 4273.899999976158, 'location': 0.452}]",,,masc,0.0-31.0,,,0.452,,5124,"['<p style=""font-weight:bold;"">Without a map, we are fully lost.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",176170,31,html-vas-response,5,
89,masc lex 1,correct,1,,,1,,0.0-32.0,,,,button,3763,True or False: The speaker believes they will be lost without a GPS.<br><br>,179933,32,html-multi-response,,
89,masc lex 1,,,"[{'time': 3385.600000023842, 'location': 0.492}]",,,neutral,0.0-33.0,,,0.492,,4327,"['<p style=""font-weight:bold;"">The party last night was really cool.</p><br><br>How masculine is the speaker of this sentence?<br><br>']",184261,33,html-vas-response,19,
89,masc lex 1,,,,,,,0.0-34.0,,,0,,11274,"<p><font size='3'>You have completed the experimental trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",195537,34,html-button-response,,
89,masc lex 1,,,"[{'time': 9503.5, 'location': 0.832}]",NEGATIVE,,,0.0-35.0-0.0,,,0.832,,,People should be treated the same regardless of their sex.<br><br>,205543,35,html-vas-response,,
89,masc lex 1,,,"[{'time': 5245.399999976158, 'location': 0.012}]",POSITIVE,,,0.0-35.0-0.1,,,0.012,,6925,Mothers should work only if necessary.<br><br>,212471,36,html-vas-response,,
89,masc lex 1,,,"[{'time': 4481.399999976158, 'location': 0.598}]",POSITIVE,,,0.0-35.0-0.2,,,0.598,,5557,Some types of work are just not appropriate for women.<br><br>,218029,37,html-vas-response,,
89,masc lex 1,,,"[{'time': 3686, 'location': 0.398015625}]",POSITIVE,,,0.0-35.0-0.3,,,0.398015625,,4510,Girls should be protected and watched over more than boys.<br><br>,222540,38,html-vas-response,,
89,masc lex 1,,,"[{'time': 5045.5, 'location': 0.754}]",POSITIVE,,,0.0-35.0-0.4,,,0.754,,7109,Only some types of work are appropriate for both men and women.<br><br>,229650,39,html-vas-response,,
89,masc lex 1,,,"[{'time': 3284.900000095367, 'location': 0.758}]",POSITIVE,,,0.0-35.0-0.5,,,0.758,,3972,Men are more sexual than women.<br><br>,233624,40,html-vas-response,,
89,masc lex 1,,,"[{'time': 6320.600000023842, 'location': 0.634015625}, {'time': 7758.5, 'location': 0.654015625}]",NEGATIVE,,,0.0-35.0-0.6,,,0.654015625,,9154,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,242779,41,html-vas-response,,
89,masc lex 1,,,"[{'time': 3910.399999976158, 'location': 0.360015625}, {'time': 5085.200000047684, 'location': 0.310015625}, {'time': 5589.600000023842, 'location': 0.214015625}]",POSITIVE,,,0.0-35.0-0.7,,,0.214015625,,6794,Mothers should make most decisions about how children are brought up.<br><br>,249574,42,html-vas-response,,
89,masc lex 1,,,"[{'time': 3898.399999976158, 'location': 0.084015625}]",POSITIVE,,,0.0-35.0-0.8,,,0.084015625,,5208,"For many important jobs, it is better to choose men instead of women.<br><br>",254783,43,html-vas-response,,
